4,0,1,1924
4,0,1,1927
4,0,1,1930
4,0,1,1933
4,0,1,1936
4,0,1,1939
4,0,1,1942
4,0,1,1945
4,0,1,1948
4,0,1,1951
4,0,1,1954
4,0,1,1957
4,0,1,1960
4,0,1,1963
4,0,1,1966
4,0,1,1969
4,0,1,1972
4,0,1,1975
4,0,1,1978
4,0,1,1981
4,0,1,1984
4,0,1,1987
4,0,1,1990
4,0,1,1993
4,0,1,1996
4,0,1,1999
4,0,1,2002
4,0,1,2005
4,0,1,2008
4,0,1,2011
4,0,1,2014
4,0,1,2017
4,0,1,2020
4,0,1,2023
4,0,1,2026
4,0,1,2029
4,0,1,2032
4,0,1,2035
4,0,1,2038
4,0,1,2041
4,0,1,2044
4,0,1,2047
4,0,1,2050
4,0,1,2053
4,0,1,2056
4,0,1,2059
4,0,1,2062
4,0,1,2065
4,0,1,2068
4,0,1,2071
4,0,1,2074
4,0,1,2077
4,0,1,2080
4,0,1,2083
4,0,1,2086
4,0,1,2089
4,0,2,3100
4,0,2,3103
4,0,2,3106
4,0,2,3109
4,0,2,3112
4,0,2,3115
4,0,2,3118
4,0,2,3121
4,0,2,3124
4,0,2,3127
4,0,2,3130
4,0,2,3133
4,0,2,3136
4,0,2,3139
4,0,2,3142
4,0,2,3145
4,0,2,3148
4,0,2,3151
4,0,2,3154
4,0,2,3157
4,0,2,3160
4,0,2,3163
4,0,2,3166
4,0,2,3169
4,0,2,3172
4,0,2,3175
4,0,2,3178
4,0,2,3181
4,0,2,3184
4,0,2,3187
4,0,2,3190
4,0,2,3193
4,0,2,3196
4,0,2,3199
4,0,2,3202
4,0,2,3205
4,0,2,3208
4,0,2,3211
4,0,2,3214
4,0,2,3217
4,0,2,3220
4,0,2,3223
4,0,2,3226
4,0,2,3229
4,0,2,3232
4,0,2,3235
4,0,2,3238
4,0,2,3241
4,0,2,3244
4,0,2,3247
4,0,2,3250
4,0,2,3253
4,0,2,3256
4,0,2,3259
4,0,2,3262
4,0,2,3265
4,0,3,5116
4,0,3,5119
4,0,3,5122
4,0,3,5125
4,0,3,5128
4,0,3,5131
4,0,3,5134
4,0,3,5137
4,0,3,5140
4,0,3,5143
4,0,3,5146
4,0,3,5149
4,0,3,5152
4,0,3,5155
4,0,3,5158
4,0,3,5161
4,0,3,5164
4,0,3,5167
4,0,3,5170
4,0,3,5173
4,0,3,5176
4,0,3,5179
4,0,3,5182
4,0,3,5185
4,0,3,5188
4,0,3,5191
4,0,3,5194
4,0,3,5197
4,0,3,5200
4,0,3,5203
4,0,3,5206
4,0,3,5209
4,0,3,5212
4,0,3,5215
4,0,3,5218
4,0,3,5221
4,0,3,5224
4,0,3,5227
4,0,3,5230
4,0,3,5233
4,0,3,5236
4,0,3,5239
4,0,3,5242
4,0,3,5245
4,0,3,5248
4,0,3,5251
4,0,3,5254
4,0,3,5257
4,0,3,5260
4,0,3,5263
4,0,3,5266
4,0,3,5269
4,0,3,5272
4,0,3,5275
4,0,3,5278
4,0,3,5281
4,0,4,8476
4,0,4,8479
4,0,4,8482
4,0,4,8485
4,0,4,8488
4,0,4,8491
4,0,4,8494
4,0,4,8497
4,0,4,8500
4,0,4,8503
4,0,4,8506
4,0,4,8509
4,0,4,8512
4,0,4,8515
4,0,4,8518
4,0,4,8521
4,0,4,8524
4,0,4,8527
4,0,4,8530
4,0,4,8533
4,0,4,8536
4,0,4,8539
4,0,4,8542
4,0,4,8545
4,0,4,8548
4,0,4,8551
4,0,4,8554
4,0,4,8557
4,0,4,8560
4,0,4,8563
4,0,4,8566
4,0,4,8569
4,0,4,8572
4,0,4,8575
4,0,4,8578
4,0,4,8581
4,0,4,8584
4,0,4,8587
4,0,4,8590
4,0,4,8593
4,0,4,8596
4,0,4,8599
4,0,4,8602
4,0,4,8605
4,0,4,8608
4,0,4,8611
4,0,4,8614
4,0,4,8617
4,0,4,8620
4,0,4,8623
4,0,4,8626
4,0,4,8629
4,0,4,8632
4,0,4,8635
4,0,4,8638
4,0,4,8641
