103,1,1,484
103,1,1,485
103,1,1,486
103,1,1,487
103,1,1,488
103,1,1,489
103,1,1,490
103,1,1,491
103,1,1,492
103,1,1,493
103,1,1,494
103,1,1,495
103,1,1,496
103,1,1,497
103,1,1,498
103,1,1,499
103,1,1,500
103,1,1,501
103,1,1,502
103,1,1,503
103,1,1,504
103,1,1,505
103,1,1,506
103,1,1,507
103,1,1,508
103,1,1,509
103,1,1,510
103,1,1,511
103,1,1,512
103,1,1,513
103,1,1,514
103,1,1,515
103,1,1,516
103,1,1,517
103,1,1,518
103,1,1,519
103,1,1,520
103,1,1,521
103,1,1,522
103,1,1,523
103,1,1,524
103,1,1,525
103,1,1,526
103,1,1,527
103,1,1,528
103,1,1,529
103,1,1,530
103,1,1,531
103,1,1,532
103,1,1,533
103,1,1,534
103,1,1,535
103,1,1,536
103,1,1,537
103,1,1,538
103,1,1,539
103,1,1,540
103,1,1,541
103,1,1,542
103,1,1,543
103,1,1,544
103,1,1,545
103,1,1,546
103,1,1,547
103,1,1,548
103,1,1,549
103,1,1,550
103,1,1,551
103,1,1,552
103,1,1,553
103,1,1,554
103,1,1,555
103,1,1,556
103,1,1,557
103,1,1,558
103,1,1,559
103,1,1,560
103,1,1,561
103,1,1,562
103,1,1,563
103,1,1,564
103,1,1,565
103,1,1,566
103,1,1,567
103,1,1,568
103,1,1,569
103,1,1,570
103,1,1,571
103,1,1,572
103,1,1,573
103,1,1,574
103,1,1,575
103,1,1,576
103,1,1,577
103,1,1,578
103,1,1,579
103,1,1,580
103,1,1,581
103,1,1,582
103,1,1,583
103,1,1,584
103,1,1,585
103,1,1,586
103,1,1,587
103,1,1,588
103,1,1,589
103,1,1,590
103,1,1,591
103,1,1,592
103,1,1,593
103,1,1,594
103,1,1,595
103,1,1,596
103,1,1,597
103,1,1,598
103,1,1,599
103,1,1,600
103,1,1,601
103,1,1,602
103,1,1,603
103,1,1,604
103,1,1,605
103,1,1,606
103,1,1,607
103,1,1,608
103,1,1,609
103,1,1,610
103,1,1,611
103,1,1,612
103,1,1,613
103,1,1,614
103,1,1,615
103,1,1,616
103,1,1,617
103,1,1,618
103,1,1,619
103,1,1,620
103,1,1,621
103,1,1,622
103,1,1,623
103,1,1,624
103,1,1,625
103,1,1,626
103,1,1,627
103,1,1,628
103,1,1,629
103,1,1,630
103,1,1,631
103,1,1,632
103,1,1,633
103,1,1,634
103,1,1,635
103,1,1,636
103,1,1,637
103,1,1,638
103,1,1,639
103,1,1,640
103,1,1,641
103,1,1,642
103,1,1,643
103,1,1,644
103,1,1,645
103,1,1,646
103,1,1,647
103,1,1,648
103,1,1,649
103,1,1,650
103,1,1,651
103,1,2,820
103,1,2,821
103,1,2,822
103,1,2,823
103,1,2,824
103,1,2,825
103,1,2,826
103,1,2,827
103,1,2,828
103,1,2,829
103,1,2,830
